email_text,label
"IRS e-News for Small Businesses Issue 2007-23 June 27, 2007 In this Issue: 1. Home Office Deduction  2. Cant Pay the Entire Balance Due on a Tax Return? 3. Are You Aware of the Work Opportunity Tax Credit? 4. e-News for Small Businesses to Come Every Other Week Until Labor Day Starting July 11 5. Recent IRS Announcements  1. Home Office Deduction If you use a portion of your home regularly and exclusively for business purposes, you may be able to take a percentage of your expenses as a home office deduction.  http://www.irs.gov/newsroom/article/0,,id=108138,00.html     Expenses may include the business portion of real estate taxes, mortgage interest, rent, utilities, insurance, depreciation, painting and repairs. Related Links: --Publication 587 http://www.irs.gov/pub/irs-pdf/p587.pdf  Business Use of Your Home --Form 8829 http://www.irs.gov/pub/irs-pdf/f8829.pdf  Expenses for Business Use of Your Home  --Form 8829 Instructions http://www.irs.gov/pub/irs-pdf/i8829.pdf   --FS-2006-25 Home Office Deduction Reminders http://www.irs.gov/newsroom/article/0,,id=163079,00.html  --Publication 4035 http://www.irs.gov/pub/irs-pdf/p4035.pdf  Home-Based Business Tax Avoidance Schemes 2. Cant Pay the Entire Balance Due on a Tax Return? No one plans on getting behind in their taxes, but sometimes it happens. The first thing to do is contact the IRS and explain your situation. For taxpayers who cannot resolve their tax debt immediately, an installment agreement http://www.irs.gov/businesses/small/article/0,,id=108347,00.html can be a reasonable payment option. If you dont make an effort to pay the bill, or make other payment arrangements, the IRS could take more serious enforced collection action http://www.irs.gov/businesses/small/article/0,,id=108332,00.html  which may have an adverse affect on your credit rating. Related Links: --Filing Late and/or Paying Late: Information You Should Know  http://www.irs.gov/businesses/small/article/0,,id=108326,00.html  --Its Important to Pay Taxes in Full  http://www.irs.gov/businesses/small/article/0,,id=108330,00.html 3. Are You Aware of the Work Opportunity Tax Credit? After December 31, 2006, the Welfare-to-Work Credit was combined with the Work Opportunity Credit. http://www.irs.gov/publications/p553/ch02.html#d0e2529  The WOC provides an incentive for businesses to hire individuals from targeted groups http://www.irs.gov/faqs/faq-kw208.html  that have a particularly high unemployment rate or other special employment needs.  There are also some changes for employees, including the qualified veterans group, hired after May 25, 2007. http://www.irs.gov/pub/irs-pdf/i8850.pdf  Related Links: --Headliner Volume 196, http://www.irs.gov/businesses/small/article/0,,id=168564,00.html  Work Opportunity Tax Credit and Welfare-to-Work Credit Extended --Form 5884, http://www.irs.gov/pub/irs-pdf/f5884.pdf Work Opportunity Credit  --Form 8850, http://www.irs.gov/pub/irs-pdf/f8850.pdf Pre-Screening Notice and Certification Request for the Work Opportunity Credit  4. e-News for Small Businesses to Come Every Other Week until Labor Day Starting July 11 Starting with this issue, e-News for Small Businesses will be distributed every other week. There will be issues on July 11, July 25, August 8, August 22, and September 5, after which normal weekly distribution will resume.  If there is an important announcement requiring a more timely distribution than the schedule outlined above, we will issue a special issue of e-News. 5. Recent IRS Announcements for Small Businesses IR-2007-121, IRS Advises Employers, Payers, Agents to Use New Appointment Form 2678 http://www.irs.gov/newsroom/article/0,,id=171500,00.html Notice of Proposed Civil Penalty, will be Distributed on CD/DVD http://www.irs.gov/businesses/small/article/0,,id=171337,00.html FBAR Reporting by Employees of Subsidiary Corporations http://www.irs.gov/businesses/small/article/0,,id=171490,00.html  ____________________________________________________________________________ Links: Small Business/Self-Employed Farmers - (http://www.irs.gov/businesses/small/farmers/index.html) Industries/Professions - (http://www.irs.gov/businesses/small/industries/index.html) International Taxpayers - (http://www.irs.gov/businesses/small/international/index.html) Small Business/Self-Employed Topics Small Business Workshop - (http://www.irs.gov/businesses/small/article/0,,id=99202,00.html) Small Business Products - (http://www.irs.gov/businesses/small/article/0,,id=101169,00.html)  Online Classroom - (http://www.irs.gov/businesses/small/article/0,,id=97726,00.html) Partners & Stakeholders - (http://www.irs.gov/businesses/small/article/0,,id=98369,00.html) Join Mailing List - (http://www.irs.gov/businesses/small/page/0,,id=81399,00.html) State Links - (http://www.irs.gov/businesses/small/article/0,,id=99021,00.html) Electronic Services - (http://www.irs.gov/businesses/small/article/0,,id=98724,00.html) More Topics.. - (http://www.irs.gov/businesses/small/topic/index.html) IRS Resources Compliance & Enforcement - (http://www.irs.gov/compliance/index.html) Contact My Local Office - (http://www.irs.gov/localcontacts/index.html) e-file - (http://www.irs.gov/efile/index.html) Forms & Pubs - (http://www.irs.gov/formspubs/index.html) Frequently Asked Questions - (http://www.irs.gov/faqs/index.html) News - (http://www.irs.gov/newsroom/index.html) Taxpayor Advocacy - (http://www.irs.gov/advocate/index.html) Where to File - (http://www.irs.gov/file/index.html) ____________________________________________________________________________ Thank you for subscribing to this IRS e-mail service. This message was distributed automatically from the SBSE mailing list. Please Do Not Reply To This Message. To unsubscribe from this list, send us a blank e-mail to <""mailto:leave-sbse-2250010V@lists.qai.irs.gov""> to unsubscribe from this list.",safe
"Steve Kean has scheduled a meeting at 11:30pm in EB 3321 to discuss the communication package.  

Derrick and Haedicke:  Please invite others in your group that should attend.

",safe
"Tim,  can we arrange to cash out the Valero Nueces imbalance since we are selling that segment of the pipe?  We also need to cancel the OBA if it is still active.  -----Original Message----- From: 	Cooper, Tim   Sent:	Friday, January 18, 2002 7:40 AM To:	Dowden Jr., Jimmy; Swanson, Dan; Long, John; Nelson, Beverley; Corman, Shelley; Nacey, Sheila; Hayes, Robert; Boatman, Jack; Cady, Rachel; Farrell, Sharon; Craig, Rick; Bryant, Mike Subject:	Morning report Please find the attached. Thanks,  Tim << File: 011602.XLS >>  << File: MORNMEET.XLS >>",safe
"attached please see weekly report for enron japan team . thanks ,
eddie",safe
"Kevin,

We need to start actively pinging other shippers (Duke, SW Gas, Salt River Project, Sempra) to lock down Sun Devil transport agreements.  Also, we should organize a communication plan for the San Juan producers + plant operators and organize a roll-out.  Let's form a strategy and then recruit Kim W and company to help promote.

",safe
"

Please see attached, clean and redline versions.

        




Cordially,
Mary Cook
Enron North America Corp.
1400 Smith, 38th Floor, Legal
Houston, Texas 77002-7361
(713) 345-7732
(713) 646-3393 (fax)
mary.cook@enron.com


",safe
"I've taken a look at Chuck's LCD code, and I agree that it's the best   I've come across.     I spent last weekend studying how to program the HB in assembly.    There is a woeful lack of documentation for it. There is plenty of   docs on programming in IC, but below that level, you end up looking   at schematics.     I do have the Motorola reference books on the 6811, and have no   problem figuring out how to program the SCI, SPI, the various   handshake modes, et. al., but figuring out how they relate to the   various handy board (and especially expansion board) connectors is   really tough.  Is there something I've missed that describes how to do low level   programming on the handyboard? Just about everything I've figured out how to do came from reading   other people's code.  So I've spent some hours lately reading the code other people have   written for the handyboard and the miniboard. And I really like   Chuck's libraries.  BTW, if there's nothing out there that describes low-level programming   on the handyboard, I'll probably write up my notes on what I've   learned and make them available so future people don't have to go   through what I'm going through.   Keith In message <4.1.19990408102525.03d34100@mailhost.hq.freegate.com>, Chuck McMani s writes: >  > Curt, may I suggest that rather than re-invent the wheel you take the LCD > code out of the Handyboard libraries I wrote that are on the icc11 site. > They should pretty much compile out of the box and I know they work :-) > They are also about 75% more efficient than the IC version as they don't > spend anytime busy waiting on the LCD (this really helps multiple servo > performance!) The interface isn't exactly the same as IC (there are things > like cursor positioning routines and support for other LCD sizes) but they > are useful. >  > --Chuck >",safe
"Hi there lovely,
I was searching the net few days ago. I am new to this thing.
and saw your profile. I decibded to email you cause I found 
you attractive. I mighta come down to your city in few weeks.
Let me know if we can meet each other in person.
I am attractive girl. I am sure you won't regret it.
Reply to my personal email at saana@BounceEmail.info


",phishing
"--------------------------
------------------
------------------------
Dear Advertiser,

We were unable to process your payment.

Your ads will be suspended soon unless we can process your payment.

To prevent your ads from being suspended, please update your payment information.

Please sign into your account and update your payment information.

We look forward to providing you with the most effective advertising available.

Thank you for advertising with Google AdWords. 


-----------------------------------------------
-----------------------
------------------------





",phishing
"Dear all, sorry for my new interruption but I have problems. I have 
Debian+Postfix+Amavisd.new+Spamassassin+Clamav, but my system is 
overloading. I notice these warnings:

/var/log/mail.log:
(host 127.0.0.1[127.0.0.1] said: 451 4.5.0 Error in processing, 
id=03063-01, virus_scan FAILED: virus_scan: ALL VIRUS SCANNERS FAILED: 
ClamAV-clamd av-scanner FAILED: Too many retries to talk to 
/var/run/clamav/clamd.ctl (Can't connect to UNIX socket 
/var/run/clamav/clamd.ctl: No such file or directory) at (eval 44) line 
268.; ClamAV-clamscan av-scanner FAILED: /usr/bin/clamscan timed out at 
(eval 44) line 462. (in reply to end of DATA command))

ls -l /var/run
cdrwxr-xr-x 2 clamav clamav  144 2008-02-22 11:58 clamav

ls -l /var/run/clamav
srwxrwxrwx 1 clamav clamav 0 2008-02-22 11:58 clamd.ctl
-rw-rw---- 1 clamav clamav 4 2008-02-22 11:58 clamd.pid
-rw-rw---- 1 clamav clamav 4 2008-02-22 11:39 freshclam.pid

htop:
clamd uses 100% CPU

/etc/group:
amavis:x:108:clamav  (clamav belongs to amavis group)

How can I do ???

Really thanks

Alejandro


",safe
"
""Ever since I started on your herbal supplement, Sharon says sex is so much more pleasurable for her, and she comes much more easily"". David, Florida, USA 

Impress the ladies with the new tool in your pants, and watch them moan in pleasure when you fill them up deeper and more tightly.

http://scorefold.com/


",phishing
">+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= >THE DAILY TOP 10 >from CNN.com >Top videos and stories as of: Aug  1, 2008  3:58 PM EDT >+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= TOP 10 VIDEOS 1. PARIS HILTON TAKES ON MCCAIN http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/wynter.paris.hilton.ad.cnn Paris Hilton swings back at Republican presidential candidate John McCain. Kareen Wynter reports. 2. BIKINI BARISTA STAND CLOSED http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/pkg.bikini.baristas.barred.kiro 3. TOT GRANDMA REACTS TO CHARGES http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/grace.mom.charged.cnn 4. MAGGOTS: THE NEW ANTIBIOTIC? http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/mcginty.uk.maggot.antibiotic.itn 5. ON YOUR MARK, GET SET, FLOAT! http://www.cnn.com/video/partners/email/index.html?url=/video/living/2008/08/06/vo.in.balloon.race.wxin 6. 'LOVE TRIANGLE MURDER' http://www.cnn.com/video/partners/email/index.html?url=/video/crime/2008/08/06/dcl.london.in.session.trial.update.insession 7. TERI GARR'S DECADES OF HIDING http://www.cnn.com/video/partners/email/index.html?url=/video/health/2008/08/06/gupta.teri.garr.cnn 8. FAKE SEX AD DRAWS LAWSUIT http://www.cnn.com/video/partners/email/index.html?url=/video/tech/2008/08/06/dnt.wa.sex.ad.lawsuit.komo 9. 'WE NEED AN ECONOMIC SURGE' http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.mccain.econo.surge.cnn 10. OBAMA GOT HIT IN THE HEAD? http://www.cnn.com/video/partners/email/index.html?url=/video/politics/2008/08/06/sot.obama.asked.why.running.cnn TOP 10 STORIES 1. N. DAKOTA'S REAL-LIFE JED CLAMPETT http://www.cnn.com/2008/LIVING/wayoflife/08/05/oil.boomtown/index.html In the midst of a N. Dakota oil boom, a man born during the Great Depression is making a fortune after striking oil on his property. 2. OBAMA'S UPHILL POLLING BATTLE http://www.cnn.com/2008/POLITICS/08/06/obama.polls/index.html 3. D.A.: SEX CASE ABOUT 'PURE EVIL' http://www.cnn.com/2008/CRIME/08/06/sex.club.trial.ap/index.html 4. ANOTHER SIDE OF AMY RAY http://www.cnn.com/2008/SHOWBIZ/Music/08/06/amy.ray/index.html 5. COMMENTARY: BILL CLINTON'S UPSET http://www.cnn.com/2008/US/08/06/martin.billclinton/index.html 6. WOMEN DRIVEN TO DONATE EGGS http://www.cnn.com/2008/HEALTH/08/05/selling.eggs/index.html 7. ANTHRAX SUSPECT CALLED MISLEADING http://www.cnn.com/2008/CRIME/08/06/anthrax.case/index.html 8. MOUNTAIN LION IN BEDROOM KILLS DOG http://www.cnn.com/2008/US/08/06/mountain.lion.ap/index.html 9. REPORTS: MISTAKES DOOMED UTAH MINE http://www.cnn.com/2008/US/08/06/utah.mine.anniv.ap/index.html 10. BIN LADEN'S FORMER DRIVER GUILTY http://www.cnn.com/2008/CRIME/08/06/hamdan.trial/index.html CNN, The Most Trusted Name in News >    Cable News Network LP, LLLP.                       < >    One CNN Center, Atlanta, Georgia 30303             < >    2008 Cable News Network LP, LLLP.                  < >    A Time Warner Company.                             < >    All Rights Reserved.                               < ========================================================= =   Please send comments or suggestions by going to     = =           http://www.cnn.com/feedback/                = =                                                       = =      Read our privacy guidelines by going to          = =         http://www.cnn.com/privacy.html               = ========================================================= You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings. To manage your settings, go to: http://www.cnn.com/linkto/bn.manage.html To unsubscribe from the Daily Top 10, go to http://cgi.cnn.com/m/clik?e=email692@gvc.ceas-challenge.cc&l=cnn-dailytop10",phishing
